lib,item_area,model,wape
skl,ANIMAL FEED~SPAIN,knn-12-flatten,0.43979958191135776
skl,ANIMAL FEED~SUDAN,linear-1,3.108093066051813
skl,ANIMAL FEED~SUDAN,linear-3,3.640703299022836
skl,ANIMAL FEED~SUDAN,linear-6,1.5507386107651364
skl,ANIMAL FEED~SUDAN,linear-12,2.034530932590079
skl,ANIMAL FEED~SUDAN,linear-12-flatten,2.029747341669156
skl,ANIMAL FEED~SUDAN,knn-1,3.110838395475968
skl,ANIMAL FEED~SUDAN,knn-3,3.163206656020141
skl,ANIMAL FEED~SUDAN,knn-6,3.1067433809114857
skl,ANIMAL FEED~SUDAN,knn-12,3.0899891845770338
skl,ANIMAL FEED~SUDAN,knn-12-flatten,3.0899891845770338
skl,ANIMAL FEED~UNITED KINGDOM,linear-1,1.2693776543550988
skl,ANIMAL FEED~UNITED KINGDOM,linear-3,1.547941078114616
skl,ANIMAL FEED~UNITED KINGDOM,linear-6,1.765235914465591
skl,ANIMAL FEED~UNITED KINGDOM,linear-12,1.659815434508196
skl,ANIMAL FEED~UNITED KINGDOM,linear-12-flatten,1.6590923946337757
skl,ANIMAL FEED~UNITED KINGDOM,knn-1,1.4827745866505944
skl,ANIMAL FEED~UNITED KINGDOM,knn-3,1.3337958985954517
skl,ANIMAL FEED~UNITED KINGDOM,knn-6,1.4098424856330876
skl,ANIMAL FEED~UNITED KINGDOM,knn-12,1.3407944876946767
skl,ANIMAL FEED~UNITED KINGDOM,knn-12-flatten,1.3407944876946767
skl,ANIMAL FEED~UNITED STATES,linear-1,4.676723376348685
skl,ANIMAL FEED~UNITED STATES,linear-3,4.31257807331121
skl,ANIMAL FEED~UNITED STATES,linear-6,3.6058909477435117
skl,ANIMAL FEED~UNITED STATES,linear-12,4.238155603942815
skl,ANIMAL FEED~UNITED STATES,linear-12-flatten,4.2491669659784215
skl,ANIMAL FEED~UNITED STATES,knn-1,3.9193131824832133
skl,ANIMAL FEED~UNITED STATES,knn-3,3.983029827717469
skl,ANIMAL FEED~UNITED STATES,knn-6,3.8648276709144036
skl,ANIMAL FEED~UNITED STATES,knn-12,4.263949553859099
skl,ANIMAL FEED~UNITED STATES,knn-12-flatten,4.263949553859099
skl,APPLE~CHINA,linear-1,1.0985529598569876
skl,APPLE~CHINA,linear-3,1.3605009343549197
skl,APPLE~CHINA,linear-6,1.1355083071988659
skl,APPLE~CHINA,linear-12,1.1313378402887029
skl,APPLE~CHINA,linear-12-flatten,1.1316919569100714
skl,APPLE~CHINA,knn-1,0.7286556922900832
skl,APPLE~CHINA,knn-3,0.7280148232166036
skl,APPLE~CHINA,knn-6,0.7470563435896157
skl,APPLE~CHINA,knn-12,0.7859829077859022
skl,APPLE~CHINA,knn-12-flatten,0.7859829077859022
skl,APPLE~FRANCE,linear-1,0.8021392301531617
skl,APPLE~FRANCE,linear-3,0.8019175275690783
skl,APPLE~FRANCE,linear-6,0.895220995030391
skl,APPLE~FRANCE,linear-12,0.9788819720190215
skl,APPLE~FRANCE,linear-12-flatten,0.9527641578717224
skl,APPLE~FRANCE,knn-1,1.014537393194722
skl,APPLE~FRANCE,knn-3,1.0524494824370267
skl,APPLE~FRANCE,knn-6,0.9895176063801294
skl,APPLE~FRANCE,knn-12,1.026756982814568
skl,APPLE~FRANCE,knn-12-flatten,1.026756982814568
skl,APPLE~ITALY,linear-1,0.9971891203823845
skl,APPLE~ITALY,linear-3,0.6699952137458831
skl,APPLE~ITALY,linear-6,0.734260512753424
skl,APPLE~ITALY,linear-12,0.8257235964559456
skl,APPLE~ITALY,linear-12-flatten,0.8190402550225339
skl,APPLE~ITALY,knn-1,0.6936383517632445
skl,APPLE~ITALY,knn-3,0.6462223775279691
skl,APPLE~ITALY,knn-6,0.5917730006127434
skl,APPLE~ITALY,knn-12,0.8821375946909633
skl,APPLE~ITALY,knn-12-flatten,0.8821375946909633
skl,APPLE~THAILAND,linear-1,3.2316010549388396
skl,APPLE~THAILAND,linear-3,2.9527799187158443
skl,APPLE~THAILAND,linear-6,3.0336772061655415
skl,APPLE~THAILAND,linear-12,1.3705943381845689
skl,APPLE~THAILAND,linear-12-flatten,1.3551420856887924
skl,APPLE~THAILAND,knn-1,0.9983225404716292
skl,APPLE~THAILAND,knn-3,0.9838734200743376
skl,APPLE~THAILAND,knn-6,1.0181090129135313
skl,APPLE~THAILAND,knn-12,1.015059075053757
skl,APPLE~THAILAND,knn-12-flatten,1.015059075053757
skl,APPLE~UNITED KINGDOM,linear-1,1.0180753798359237
skl,APPLE~UNITED KINGDOM,linear-3,1.0549061228317096
skl,APPLE~UNITED KINGDOM,linear-6,0.8533242026517883
skl,APPLE~UNITED KINGDOM,linear-12,1.0776310283897321
skl,APPLE~UNITED KINGDOM,linear-12-flatten,1.0737176218082272
skl,APPLE~UNITED KINGDOM,knn-1,0.7123212349380598
skl,APPLE~UNITED KINGDOM,knn-3,0.7340043125849067
skl,APPLE~UNITED KINGDOM,knn-6,0.7061396360300808
skl,APPLE~UNITED KINGDOM,knn-12,0.8090257526919087
skl,APPLE~UNITED KINGDOM,knn-12-flatten,0.8090257526919087
skl,APPLE~UNITED STATES,linear-1,3.30261359506447
skl,APPLE~UNITED STATES,linear-3,4.8736753276647935
skl,APPLE~UNITED STATES,linear-6,7.044929114188096
skl,APPLE~UNITED STATES,linear-12,5.752028740851688
skl,APPLE~UNITED STATES,linear-12-flatten,5.737212007878283
skl,APPLE~UNITED STATES,knn-1,3.7538595353311632
skl,APPLE~UNITED STATES,knn-3,3.8778605567810915
skl,APPLE~UNITED STATES,knn-6,4.309863959581733
skl,APPLE~UNITED STATES,knn-12,3.8154053502403023
skl,APPLE~UNITED STATES,knn-12-flatten,3.8154053502403023
skl,BANANA~ECUADOR,linear-1,0.173960595891113
skl,BANANA~ECUADOR,linear-3,0.13229260665006645
skl,BANANA~ECUADOR,linear-6,0.16242051165466728
skl,BANANA~ECUADOR,linear-12,0.13258003884324715
skl,BANANA~ECUADOR,linear-12-flatten,0.13200882800966365
skl,BANANA~ECUADOR,knn-1,0.15187383114688194
skl,BANANA~ECUADOR,knn-3,0.16402228402669866
skl,BANANA~ECUADOR,knn-6,0.16329336439045034
skl,BANANA~ECUADOR,knn-12,0.1678172309525819
skl,BANANA~ECUADOR,knn-12-flatten,0.1678172309525819
skl,BANANA~INDIA,linear-1,0.32920832910077674
skl,BANANA~INDIA,linear-3,0.44628730865058197
skl,BANANA~INDIA,linear-6,0.4802117559453998
skl,BANANA~INDIA,linear-12,0.42849775286597236
skl,BANANA~INDIA,linear-12-flatten,0.4280679425003873
skl,BANANA~INDIA,knn-1,0.5508818324790434
skl,BANANA~INDIA,knn-3,0.5571690649475465
skl,BANANA~INDIA,knn-6,0.558552142478944
skl,BANANA~INDIA,knn-12,0.5998083327509062
skl,BANANA~INDIA,knn-12-flatten,0.5998083327509062
skl,BANANA~OMAN,linear-1,0.47654910845820364
skl,BANANA~OMAN,linear-3,0.5433100732048305
skl,BANANA~OMAN,linear-6,0.5930880611528483
skl,BANANA~OMAN,linear-12,0.6525255605394119
skl,BANANA~OMAN,linear-12-flatten,0.6585847459423149
skl,BANANA~OMAN,knn-1,0.39430679343391545
skl,BANANA~OMAN,knn-3,0.3692259429715791
skl,BANANA~OMAN,knn-6,0.3733582330073692
skl,BANANA~OMAN,knn-12,0.4124975328411086
skl,BANANA~OMAN,knn-12-flatten,0.4124975328411086
skl,BANANA~PHILIPPINES,linear-1,0.9767675428281137
skl,BANANA~PHILIPPINES,linear-3,1.0505253297180701
skl,BANANA~PHILIPPINES,linear-6,1.2175573013602783
skl,BANANA~PHILIPPINES,linear-12,1.4208979634489025
skl,BANANA~PHILIPPINES,linear-12-flatten,1.404458438000117
skl,BANANA~PHILIPPINES,knn-1,2.9497282281517982
skl,BANANA~PHILIPPINES,knn-3,3.0535679534077644
skl,BANANA~PHILIPPINES,knn-6,3.140798643231392
skl,BANANA~PHILIPPINES,knn-12,3.362546369433403
skl,BANANA~PHILIPPINES,knn-12-flatten,3.362546369433403
skl,BANANA~SRI LANKA,linear-1,0.9601540036297797
skl,BANANA~SRI LANKA,linear-3,0.9863206331518447
skl,BANANA~SRI LANKA,linear-6,1.063346330958907
skl,BANANA~SRI LANKA,linear-12,1.3866020607236875
skl,BANANA~SRI LANKA,linear-12-flatten,1.3891057866624088
skl,BANANA~SRI LANKA,knn-1,0.7941647799671645
skl,BANANA~SRI LANKA,knn-3,0.7902317020152525
skl,BANANA~SRI LANKA,knn-6,0.8021078765175449
skl,BANANA~SRI LANKA,knn-12,0.825867808520405
skl,BANANA~SRI LANKA,knn-12-flatten,0.825867808520405
skl,BANANA~THAILAND,linear-1,1.3119875654772326
skl,BANANA~THAILAND,linear-3,1.6245686667359587
skl,BANANA~THAILAND,linear-6,1.418427589437452
skl,BANANA~THAILAND,linear-12,1.4814662112067147
skl,BANANA~THAILAND,linear-12-flatten,1.4814033662920907
skl,BANANA~THAILAND,knn-1,0.8035597986324325
skl,BANANA~THAILAND,knn-3,0.819353228359742
skl,BANANA~THAILAND,knn-6,0.8772624629213716
skl,BANANA~THAILAND,knn-12,0.8432689851411873
skl,BANANA~THAILAND,knn-12-flatten,0.8432689851411873
skl,BANANA~UGANDA,linear-1,0.5966906070369236
skl,BANANA~UGANDA,linear-3,0.5979263708964592
skl,BANANA~UGANDA,linear-6,0.6425349871159753
skl,BANANA~UGANDA,linear-12,0.4204341053402235
skl,BANANA~UGANDA,linear-12-flatten,0.42027346781831115
skl,BANANA~UGANDA,knn-1,0.6304401324450012
skl,BANANA~UGANDA,knn-3,0.6304401239202895
skl,BANANA~UGANDA,knn-6,0.7052480120043392
skl,BANANA~UGANDA,knn-12,0.722658241477966
skl,BANANA~UGANDA,knn-12-flatten,0.722658241477966
skl,BEANS~INDIA,linear-1,1.1280508561853215
skl,BEANS~INDIA,linear-3,1.5840304404382148
skl,BEANS~INDIA,linear-6,1.6872246327237943
skl,BEANS~INDIA,linear-12,1.5352038519257227
skl,BEANS~INDIA,linear-12-flatten,1.5349658918062645
skl,BEANS~INDIA,knn-1,0.5911931409129031
skl,BEANS~INDIA,knn-3,0.5464879496223353
skl,BEANS~INDIA,knn-6,0.7478946859438341
skl,BEANS~INDIA,knn-12,0.8404816272655641
skl,BEANS~INDIA,knn-12-flatten,0.8404816272655641
skl,BEANS~KENYA,linear-1,6.493338910995608
skl,BEANS~KENYA,linear-3,6.387695248106664
skl,BEANS~KENYA,linear-6,7.766897780753173
skl,BEANS~KENYA,linear-12,11.607955075443897
skl,BEANS~KENYA,linear-12-flatten,11.690361033378903
skl,BEANS~KENYA,knn-1,11.961989170099855
skl,BEANS~KENYA,knn-3,12.936323569010057
skl,BEANS~KENYA,knn-6,13.427920535708386
skl,BEANS~KENYA,knn-12,15.195874227230393
skl,BEANS~KENYA,knn-12-flatten,15.195874227230393
skl,BEANS~LEBANON,linear-1,0.23455284311198096
skl,BEANS~LEBANON,linear-3,0.28710422830836385
skl,BEANS~LEBANON,linear-6,0.42021147907880985
skl,BEANS~LEBANON,linear-12,0.49171127001362375
skl,BEANS~LEBANON,linear-12-flatten,0.4941302408883999
skl,BEANS~LEBANON,knn-1,0.5489561272164186
skl,BEANS~LEBANON,knn-3,0.5508870022992293
skl,BEANS~LEBANON,knn-6,0.5944615664581457
skl,BEANS~LEBANON,knn-12,0.6017523811509212
skl,BEANS~LEBANON,knn-12-flatten,0.6017523811509212
skl,BEANS~PAKISTAN,linear-1,1.376713158125034
skl,BEANS~PAKISTAN,linear-3,1.4567494566771357
skl,BEANS~PAKISTAN,linear-6,1.2738810361297694
skl,BEANS~PAKISTAN,linear-12,0.9652466568736496
skl,BEANS~PAKISTAN,linear-12-flatten,0.964799655631323
skl,BEANS~PAKISTAN,knn-1,0.5586203897124277
skl,BEANS~PAKISTAN,knn-3,0.5734503810336239
skl,BEANS~PAKISTAN,knn-6,0.6271526153651849
skl,BEANS~PAKISTAN,knn-12,0.6646782868200036
skl,BEANS~PAKISTAN,knn-12-flatten,0.6646782868200036
skl,BEANS~SRI LANKA,linear-1,1.7770728192432352
skl,BEANS~SRI LANKA,linear-3,1.6796140905357284
skl,BEANS~SRI LANKA,linear-6,1.9373007366133648
skl,BEANS~SRI LANKA,linear-12,1.959689677773449
skl,BEANS~SRI LANKA,linear-12-flatten,1.978709922172452
skl,BEANS~SRI LANKA,knn-1,1.3362651065165265
skl,BEANS~SRI LANKA,knn-3,1.5435050302961626
skl,BEANS~SRI LANKA,knn-6,1.639401536999622
skl,BEANS~SRI LANKA,knn-12,1.3869576629891922
skl,BEANS~SRI LANKA,knn-12-flatten,1.3869576629891922
skl,BEANS~THAILAND,linear-1,2.694777914238896
skl,BEANS~THAILAND,linear-3,2.9034036128639915
skl,BEANS~THAILAND,linear-6,3.053866631836782
skl,BEANS~THAILAND,linear-12,2.602611022885829
skl,BEANS~THAILAND,linear-12-flatten,2.598595234102404
skl,BEANS~THAILAND,knn-1,2.3196415867130646
skl,BEANS~THAILAND,knn-3,2.470649812473478
skl,BEANS~THAILAND,knn-6,2.2454071713971775
skl,BEANS~THAILAND,knn-12,2.2342046974442455
skl,BEANS~THAILAND,knn-12-flatten,2.2342046974442455
skl,BEEF - FRESH~AUSTRALIA,linear-1,0.41723763978694567
skl,BEEF - FRESH~AUSTRALIA,linear-3,0.3633908675471233
skl,BEEF - FRESH~AUSTRALIA,linear-6,0.3742277595804165
skl,BEEF - FRESH~AUSTRALIA,linear-12,0.4648852351537554
skl,BEEF - FRESH~AUSTRALIA,linear-12-flatten,0.46248664966307207
skl,BEEF - FRESH~AUSTRALIA,knn-1,0.3344886607332582
skl,BEEF - FRESH~AUSTRALIA,knn-3,0.3312893424227134
skl,BEEF - FRESH~AUSTRALIA,knn-6,0.3686828617394373
skl,BEEF - FRESH~AUSTRALIA,knn-12,0.37587429759913554
skl,BEEF - FRESH~AUSTRALIA,knn-12-flatten,0.37587429759913554
skl,BEEF - FRESH~BRAZIL,linear-1,0.5621408906908004
skl,BEEF - FRESH~BRAZIL,linear-3,0.6174338930817296
skl,BEEF - FRESH~BRAZIL,linear-6,0.6025557470141593
skl,BEEF - FRESH~BRAZIL,linear-12,0.6533080767494631
skl,BEEF - FRESH~BRAZIL,linear-12-flatten,0.6541240419371761
skl,BEEF - FRESH~BRAZIL,knn-1,0.5934755869894416
skl,BEEF - FRESH~BRAZIL,knn-3,0.6025817987516756
skl,BEEF - FRESH~BRAZIL,knn-6,0.5582676001870149
skl,BEEF - FRESH~BRAZIL,knn-12,0.5916737685196529
skl,BEEF - FRESH~BRAZIL,knn-12-flatten,0.5916737685196529
skl,BEEF - FRESH~INDIA,linear-1,1.1333356657684026
skl,BEEF - FRESH~INDIA,linear-3,1.0697270173307767
skl,BEEF - FRESH~INDIA,linear-6,1.228688325224525
skl,BEEF - FRESH~INDIA,linear-12,0.8723421721408934
skl,BEEF - FRESH~INDIA,linear-12-flatten,0.8725904735538861
skl,BEEF - FRESH~INDIA,knn-1,0.5771211155214453
skl,BEEF - FRESH~INDIA,knn-3,0.5836360970275465
skl,BEEF - FRESH~INDIA,knn-6,0.5677898898170605
skl,BEEF - FRESH~INDIA,knn-12,0.5647005102566508
skl,BEEF - FRESH~INDIA,knn-12-flatten,0.5647005102566508
skl,BEEF - FRESH~ITALY,linear-1,1.13243563554651
skl,BEEF - FRESH~ITALY,linear-3,1.036486146608484
skl,BEEF - FRESH~ITALY,linear-6,1.0604607776544532
skl,BEEF - FRESH~ITALY,linear-12,1.3401342775588674
skl,BEEF - FRESH~ITALY,linear-12-flatten,1.337374659577729
skl,BEEF - FRESH~ITALY,knn-1,0.8395945401074775
skl,BEEF - FRESH~ITALY,knn-3,0.8576505718438412
skl,BEEF - FRESH~ITALY,knn-6,0.829051899968618
skl,BEEF - FRESH~ITALY,knn-12,0.902993398666666
skl,BEEF - FRESH~ITALY,knn-12-flatten,0.902993398666666
skl,BEEF - FRESH~NETHERLANDS,linear-1,0.610397848670991
skl,BEEF - FRESH~NETHERLANDS,linear-3,0.5709084826374782
skl,BEEF - FRESH~NETHERLANDS,linear-6,0.6093545539654313
skl,BEEF - FRESH~NETHERLANDS,linear-12,0.7514420457231379
skl,BEEF - FRESH~NETHERLANDS,linear-12-flatten,0.7513878735540515
skl,BEEF - FRESH~NETHERLANDS,knn-1,0.6304405772763682
skl,BEEF - FRESH~NETHERLANDS,knn-3,0.5996968079235059
skl,BEEF - FRESH~NETHERLANDS,knn-6,0.5327024272696385
skl,BEEF - FRESH~NETHERLANDS,knn-12,0.48005391492187127
skl,BEEF - FRESH~NETHERLANDS,knn-12-flatten,0.48005391492187127
skl,BEEF - FRESH~NEW ZEALAND,linear-1,1.073243516978171
skl,BEEF - FRESH~NEW ZEALAND,linear-3,1.3391769796440756
