lib,item_area,model,wape
skt,BEANS~PAKISTAN,garch-3-1,1.861125060816707
skt,BEANS~PAKISTAN,garch-6-1,1.8524365090231427
skt,BEANS~PAKISTAN,garch-12-1,1.945676088581449
skt,BEANS~PAKISTAN,garch-1-2,1.8628153100034242
skt,BEANS~PAKISTAN,garch-6-2,1.861192495338677
skt,BEANS~PAKISTAN,garch-3-2,1.852486625186683
skt,BEANS~PAKISTAN,garch-12-2,1.9456315253202998
skt,BEANS~SRI LANKA,garch-1-1,2.1379795698896285
skt,BEANS~SRI LANKA,garch-3-1,2.106268943082438
skt,BEANS~SRI LANKA,garch-6-1,2.054591506078148
skt,BEANS~SRI LANKA,garch-12-1,2.1216161254192905
skt,BEANS~SRI LANKA,garch-1-2,2.1227941073640046
skt,BEANS~SRI LANKA,garch-6-2,2.1061425421319613
skt,BEANS~SRI LANKA,garch-3-2,2.0546121635441685
skt,BEANS~SRI LANKA,garch-12-2,2.121703899391509
skt,BEANS~THAILAND,garch-1-1,4.438278350562283
skt,BEANS~THAILAND,garch-3-1,4.480587931149522
skt,BEANS~THAILAND,garch-6-1,4.156368120314282
skt,BEANS~THAILAND,garch-12-1,4.088843852579811
skt,BEANS~THAILAND,garch-1-2,4.458009499050397
skt,BEANS~THAILAND,garch-6-2,4.480672852096662
skt,BEANS~THAILAND,garch-3-2,4.156348907257002
skt,BEANS~THAILAND,garch-12-2,4.088965751487242
skt,BEEF - FRESH~AUSTRALIA,garch-1-1,1.1148498662692907
skt,BEEF - FRESH~AUSTRALIA,garch-3-1,1.0895861023658822
skt,BEEF - FRESH~AUSTRALIA,garch-6-1,1.110766511456459
skt,BEEF - FRESH~AUSTRALIA,garch-12-1,1.1263856684477977
skt,BEEF - FRESH~AUSTRALIA,garch-1-2,1.1104146951648715
skt,BEEF - FRESH~AUSTRALIA,garch-6-2,1.0895662479045958
skt,BEEF - FRESH~AUSTRALIA,garch-3-2,1.110522775382816
skt,BEEF - FRESH~AUSTRALIA,garch-12-2,1.1264068591217435
skt,BEEF - FRESH~BRAZIL,garch-1-1,1.109347901476548
skt,BEEF - FRESH~BRAZIL,garch-3-1,1.1034215636419011
skt,BEEF - FRESH~BRAZIL,garch-6-1,1.1131400878221311
skt,BEEF - FRESH~BRAZIL,garch-12-1,1.1339970596360593
skt,BEEF - FRESH~BRAZIL,garch-1-2,1.1081767426101803
skt,BEEF - FRESH~BRAZIL,garch-6-2,1.103445624027744
skt,BEEF - FRESH~BRAZIL,garch-3-2,1.1131426240061555
skt,BEEF - FRESH~BRAZIL,garch-12-2,1.1339376523744285
skt,BEEF - FRESH~INDIA,garch-1-1,1.413937194846197
skt,BEEF - FRESH~INDIA,garch-3-1,1.3974902322468505
skt,BEEF - FRESH~INDIA,garch-6-1,1.3942061664815562
skt,BEEF - FRESH~INDIA,garch-12-1,1.3890034391601747
skt,BEEF - FRESH~INDIA,garch-1-2,1.4166126602708737
skt,BEEF - FRESH~INDIA,garch-6-2,1.397549042953048
skt,BEEF - FRESH~INDIA,garch-3-2,1.3941854989057982
skt,BEEF - FRESH~INDIA,garch-12-2,1.388959365139668
skt,BEEF - FRESH~ITALY,garch-1-1,1.4537330189541315
skt,BEEF - FRESH~ITALY,garch-3-1,1.4441826691171513
skt,BEEF - FRESH~ITALY,garch-6-1,1.4032779508181472
skt,BEEF - FRESH~ITALY,garch-12-1,1.134534860668482
skt,BEEF - FRESH~ITALY,garch-1-2,1.4417712134221838
skt,BEEF - FRESH~ITALY,garch-6-2,1.4441173151158444
skt,BEEF - FRESH~ITALY,garch-3-2,1.4033108343804142
skt,BEEF - FRESH~ITALY,garch-12-2,1.1345330044476885
skt,BEEF - FRESH~NETHERLANDS,garch-1-1,1.4382638479623115
skt,BEEF - FRESH~NETHERLANDS,garch-3-1,1.4340636480412712
skt,BEEF - FRESH~NETHERLANDS,garch-6-1,1.4499861020578153
skt,BEEF - FRESH~NETHERLANDS,garch-12-1,1.4500633720409584
skt,BEEF - FRESH~NETHERLANDS,garch-1-2,1.4398809242140032
skt,BEEF - FRESH~NETHERLANDS,garch-6-2,1.4340548322134952
skt,BEEF - FRESH~NETHERLANDS,garch-3-2,1.44998887757145
skt,BEEF - FRESH~NETHERLANDS,garch-12-2,1.4500240973414134
skt,BEEF - FRESH~NEW ZEALAND,garch-1-1,1.3853787471846668
skt,BEEF - FRESH~NEW ZEALAND,garch-3-1,1.375918369066346
skt,BEEF - FRESH~NEW ZEALAND,garch-6-1,1.3452827098971363
skt,BEEF - FRESH~NEW ZEALAND,garch-12-1,1.1630478235989745
skt,BEEF - FRESH~NEW ZEALAND,garch-1-2,1.487232479139078
skt,BEEF - FRESH~NEW ZEALAND,garch-6-2,1.3362105811956733
skt,BEEF - FRESH~NEW ZEALAND,garch-3-2,1.3331242307129911
skt,BEEF - FRESH~NEW ZEALAND,garch-12-2,1.163046873253302
skt,BEEF - FRESH~PAKISTAN,garch-1-1,1.1980125739955207
skt,BEEF - FRESH~PAKISTAN,garch-3-1,1.0527538021633482
skt,BEEF - FRESH~PAKISTAN,garch-6-1,1.0633843973707195
skt,BEEF - FRESH~PAKISTAN,garch-12-1,1.1729633391427483
skt,BEEF - FRESH~PAKISTAN,garch-1-2,1.095331847616188
skt,BEEF - FRESH~PAKISTAN,garch-6-2,1.0516304368692093
skt,BEEF - FRESH~PAKISTAN,garch-3-2,1.0633879653841116
skt,BEEF - FRESH~PAKISTAN,garch-12-2,1.1728682616474129
skt,BEEF - FRESH~SOUTH AFRICA,garch-1-1,2.4273915079720436
skt,BEEF - FRESH~SOUTH AFRICA,garch-3-1,2.421588880332318
skt,BEEF - FRESH~SOUTH AFRICA,garch-6-1,2.4069185568530886
skt,BEEF - FRESH~SOUTH AFRICA,garch-12-1,2.4620251847533154
skt,BEEF - FRESH~SOUTH AFRICA,garch-1-2,2.4139122961257593
skt,BEEF - FRESH~SOUTH AFRICA,garch-6-2,2.410635495179637
skt,BEEF - FRESH~SOUTH AFRICA,garch-3-2,2.406928436111607
skt,BEEF - FRESH~SOUTH AFRICA,garch-12-2,2.4620856218434772
skt,BEEF - FRESH~UNITED STATES,garch-1-1,1.2359824693492978
skt,BEEF - FRESH~UNITED STATES,garch-3-1,1.2421758356385793
skt,BEEF - FRESH~UNITED STATES,garch-6-1,1.2497067515383737
skt,BEEF - FRESH~UNITED STATES,garch-12-1,1.1461260999615996
skt,BEEF - FRESH~UNITED STATES,garch-1-2,1.2552318087168672
skt,BEEF - FRESH~UNITED STATES,garch-6-2,1.2421620423514999
skt,BEEF - FRESH~UNITED STATES,garch-3-2,1.249662312814709
skt,BEEF - FRESH~UNITED STATES,garch-12-2,1.1469877358339062
skt,BEEF - FROZEN~AUSTRALIA,garch-1-1,2.0040623614422897
skt,BEEF - FROZEN~AUSTRALIA,garch-3-1,2.021355770465743
skt,BEEF - FROZEN~AUSTRALIA,garch-6-1,2.016261994812063
skt,BEEF - FROZEN~AUSTRALIA,garch-12-1,1.9858869586226249
skt,BEEF - FROZEN~AUSTRALIA,garch-1-2,2.0049230302187793
skt,BEEF - FROZEN~AUSTRALIA,garch-6-2,2.021402179471793
skt,BEEF - FROZEN~AUSTRALIA,garch-3-2,2.0162887403115595
skt,BEEF - FROZEN~AUSTRALIA,garch-12-2,1.9858832671930786
skt,BEEF - FROZEN~BRAZIL,garch-1-1,1.5132384442470335
skt,BEEF - FROZEN~BRAZIL,garch-3-1,1.507477370460549
skt,BEEF - FROZEN~BRAZIL,garch-6-1,1.5103159197933962
skt,BEEF - FROZEN~BRAZIL,garch-12-1,1.4940236841970362
skt,BEEF - FROZEN~BRAZIL,garch-1-2,1.5103893246482591
skt,BEEF - FROZEN~BRAZIL,garch-6-2,1.5075424463259928
skt,BEEF - FROZEN~BRAZIL,garch-3-2,1.51031667963439
skt,BEEF - FROZEN~BRAZIL,garch-12-2,1.4940802350216127
skt,BEEF - FROZEN~INDIA,garch-1-1,1.435105177698169
skt,BEEF - FROZEN~INDIA,garch-3-1,1.433789895254099
skt,BEEF - FROZEN~INDIA,garch-6-1,1.4306082947566299
skt,BEEF - FROZEN~INDIA,garch-12-1,1.416202995095057
skt,BEEF - FROZEN~INDIA,garch-1-2,1.437729502296151
skt,BEEF - FROZEN~INDIA,garch-6-2,1.4337881737622116
skt,BEEF - FROZEN~INDIA,garch-3-2,1.430599765786744
skt,BEEF - FROZEN~INDIA,garch-12-2,1.4161924384947349
skt,BEEF - FROZEN~UNITED STATES,garch-1-1,1.5026184259224116
skt,BEEF - FROZEN~UNITED STATES,garch-3-1,1.3833399480610529
skt,BEEF - FROZEN~UNITED STATES,garch-6-1,1.203420738485219
skt,BEEF - FROZEN~UNITED STATES,garch-12-1,1.2207496873709267
skt,BEEF - FROZEN~UNITED STATES,garch-1-2,1.7438987242214685
skt,BEEF - FROZEN~UNITED STATES,garch-6-2,1.4157150710358997
skt,BEEF - FROZEN~UNITED STATES,garch-3-2,1.2086561562041083
skt,BEEF - FROZEN~UNITED STATES,garch-12-2,1.2207931677874166
skt,BEETROOT~AUSTRIA,garch-1-1,1.299849035397606
skt,BEETROOT~AUSTRIA,garch-3-1,1.3013148566183332
skt,BEETROOT~AUSTRIA,garch-6-1,1.2971973291621925
