y,x0,x1,x2
0,0.40808707283185863,0.6292345643927407,0.9086061687781984
0,0.8172311124318171,0.26330923566002906,0.21068241397362641
0,0.8943306809782224,0.667079053980302,0.028394034657268863
0,0.2723501719424861,0.9764649947830909,0.07176958742975592
1,0.8059120087094578,0.382400674347538,0.11424357202366897
1,0.5735682196638383,0.950971271338306,0.923339829443616
0,0.681064589667586,0.580753273968117,0.4200954318758763
1,0.5871795230605474,0.5320060623245229,0.3562562898138627
0,0.3935883289301949,0.3597355909984695,0.7332638722546895
1,0.6046348469384296,0.43502099945970507,0.37001848080806
0,0.6898439549936184,0.03557519477770055,0.7288822764554066
1,0.5161895144927954,0.19263011663522567,0.2175955001368025
0,0.7052272027895307,0.08721173571487628,0.1428546738040375
1,0.49686787076416805,0.7206009479604614,0.21906621261779047
0,0.8229744422879114,0.25198678368844774,0.18538664660398307
1,0.6113941436886601,0.3109348909893026,0.0012547747374505036
1,0.2309861123246394,0.11886434579520877,0.40655245335470636
0,0.5557386987196999,0.45331808759597436,0.8929703660756767
0,0.8909991111952107,0.3282180022367064,0.8988916631506144
0,0.023529504177620564,0.006024177595271962,0.8563976112074011
1,0.4695367590663757,0.06920946383632487,0.12355707043745034
0,0.4512832961132187,0.6921782317723099,0.6412865031044134
1,0.34660468506123054,0.014039600011011677,0.9289756176232697
0,0.13137286317161811,0.7559094473354848,0.9438522061719826
1,0.484660010071859,0.7408028507356886,0.3030175899584884
0,0.33899819411925824,0.6041579976243941,0.2616795064414913
1,0.5092003119222792,0.8260558306469535,0.8567285774565006
1,0.7262119734981377,0.423951469191852,0.022086994603254806
1,0.9194609967437641,0.34550418004076877,0.017136354360266837
1,0.8127578907880518,0.28757440791404154,0.5677989100013172
0,0.8943802244262569,0.0006844374229392214,0.0377157118938487
0,0.943583328835982,0.8689003116134888,0.6834702330774173
0,0.06332559220717382,0.9433092804186202,0.2798738842842119
0,0.9435911708915431,0.1460293393969503,0.24429199443258598
1,0.9275011898557856,0.05298585228254993,0.3660682903700948
0,0.06875296089701854,0.8777646010042621,0.824494207742895
0,0.8067979147624306,0.5551208570595247,0.34534483728808296
0,0.29594435029973953,0.06858718339983327,0.822733638995482
1,0.6645628514106536,0.6989874584907273,0.10994729926886071
1,0.09075940066139387,0.6508171945462801,0.1587649108559741
1,0.27870712348114035,0.22864083448295258,0.5354979468051936
0,0.8361322230104883,0.9758250411929547,0.16060511543600975
0,0.6595009796206938,0.7410063168776787,0.44957352777125825
1,0.6795827158014343,0.38133734657929197,0.7333333309276567
0,0.8505690899291382,0.8158370665307356,0.9729230737484577
1,0.2242944382296661,0.029223048195365142,0.33462257453885713
0,0.06415161464749664,0.8734789507911691,0.8986587622780445
